"name.player","id.player","team","id.team","is.active_player","seasons.played","year.from","year.to","name.last","name.first","display_first_last","code.player","city.team","name.team","stem.team","code.team","games_played_flag","url.player"
"Dennis Awtrey",1937,NA,1,FALSE,11,1970,1981,"Awtrey"," Dennis","Dennis Awtrey","HISTADD_dennis_awtrey",NA,NA,NA,NA,"Y","1937http://stats.nba.com/player/#!/"
"Gustavo Ayon",1036,NA,1,FALSE,2,2011,2013,"Ayon"," Gustavo","Gustavo Ayon","gustavo_ayon",NA,NA,NA,NA,"Y","1036http://stats.nba.com/player/#!/"
"Jeff Ayres",851,"14 7",11,TRUE,6,2009,2015,"Ayres"," Jeff","Jeff Ayres","jeff_ayres",14,7,14,7,"Y","851http://stats.nba.com/player/#!/"
"Kelenna Azubuike",95,NA,1,FALSE,5,2006,2011,"Azubuike"," Kelenna","Kelenna Azubuike","kelenna_azubuike",NA,NA,NA,NA,"Y","95http://stats.nba.com/player/#!/"
"Chris Babb",1197,NA,1,FALSE,1,2013,2014,"Babb"," Chris","Chris Babb","chris_babb",NA,NA,NA,NA,"Y","1197http://stats.nba.com/player/#!/"
"Luke Babbitt",909,"20 21",5,TRUE,6,2010,2016,"Babbitt"," Luke","Luke Babbitt","luke_babbitt",20,21,20,21,"Y","909http://stats.nba.com/player/#!/"
"Milos Babic",1938,NA,1,FALSE,1,1990,1991,"Babic"," Milos","Milos Babic","HISTADD_milos_babic",NA,NA,NA,NA,"Y","1938http://stats.nba.com/player/#!/"
"Johnny Bach",1939,NA,1,FALSE,0,1948,1948,"Bach"," Johnny","Johnny Bach","HISTADD_johnny_bach",NA,NA,NA,NA,"Y","1939http://stats.nba.com/player/#!/"
"Jim Baechtold",1940,NA,1,FALSE,4,1952,1956,"Baechtold"," Jim","Jim Baechtold","HISTADD_jim_baechtold",NA,NA,NA,NA,"Y","1940http://stats.nba.com/player/#!/"
"Dalibor Bagaric",1304,NA,1,FALSE,2,2000,2002,"Bagaric"," Dalibor","Dalibor Bagaric","dalibor_bagaric",NA,NA,NA,NA,"Y","1304http://stats.nba.com/player/#!/"
"John Bagley",1941,NA,1,FALSE,11,1982,1993,"Bagley"," John","John Bagley","HISTADD_john_bagley",NA,NA,NA,NA,"Y","1941http://stats.nba.com/player/#!/"
"Carl Bailey",1943,NA,1,FALSE,0,1981,1981,"Bailey"," Carl","Carl Bailey","HISTADD_carl_bailey",NA,NA,NA,NA,"Y","1943http://stats.nba.com/player/#!/"
"Gus Bailey",1942,NA,1,FALSE,5,1974,1979,"Bailey"," Gus","Gus Bailey","HISTADD_gus_bailey",NA,NA,NA,NA,"Y","1942http://stats.nba.com/player/#!/"
"James Bailey",1944,NA,1,FALSE,8,1979,1987,"Bailey"," James","James Bailey","HISTADD_james_bailey",NA,NA,NA,NA,"Y","1944http://stats.nba.com/player/#!/"
"Thurl Bailey",523,NA,1,FALSE,15,1983,1998,"Bailey"," Thurl","Thurl Bailey","HISTADD_thurl_bailey",NA,NA,NA,NA,"Y","523http://stats.nba.com/player/#!/"
"Toby Bailey",484,NA,1,FALSE,4,1998,2002,"Bailey"," Toby","Toby Bailey","HISTADD_toby_bailey",NA,NA,NA,NA,"Y","484http://stats.nba.com/player/#!/"
"Cameron Bairstow",1248,"10 22",30,TRUE,1,2014,2015,"Bairstow"," Cameron","Cameron Bairstow","cameron_bairstow",10,22,10,22,"Y","1248http://stats.nba.com/player/#!/"
"Cameron Bairstow",1248,"6 4",6,TRUE,1,2014,2015,"Bairstow"," Cameron","Cameron Bairstow","cameron_bairstow",6,4,6,4,"Y","1248http://stats.nba.com/player/#!/"
"Mark Baker",529,NA,1,FALSE,0,1998,1998,"Baker"," Mark","Mark Baker","HISTADD_mark_baker",NA,NA,NA,NA,"Y","529http://stats.nba.com/player/#!/"
"Maurice Baker",1499,NA,1,FALSE,2,2002,2004,"Baker"," Maurice","Maurice Baker","maurice_baker",NA,NA,NA,NA,"Y","1499http://stats.nba.com/player/#!/"
"Norm Baker",1945,NA,1,FALSE,0,1946,1946,"Baker"," Norm","Norm Baker","HISTADD_norm_baker",NA,NA,NA,NA,"Y","1945http://stats.nba.com/player/#!/"
"Ron Baker",385,NA,1,FALSE,0,2016,2016,"Baker"," Ron","Ron Baker","ron_baker",NA,NA,NA,NA,"Y","385http://stats.nba.com/player/#!/"
"Vin Baker",1758,NA,1,FALSE,12,1993,2005,"Baker"," Vin","Vin Baker","vin_baker",NA,NA,NA,NA,"Y","1758http://stats.nba.com/player/#!/"
"Wade Baldwin",363,NA,1,FALSE,0,2016,2016,"Baldwin"," Wade","Wade Baldwin","wade_baldwin",NA,NA,NA,NA,"Y","363http://stats.nba.com/player/#!/"
"Renaldo Balkman",632,NA,1,FALSE,5,2006,2011,"Balkman"," Renaldo","Renaldo Balkman","renaldo_balkman",NA,NA,NA,NA,"Y","632http://stats.nba.com/player/#!/"
"Cedric Ball",1946,NA,1,FALSE,0,1990,1990,"Ball"," Cedric","Cedric Ball","HISTADD_cedric_ball",NA,NA,NA,NA,"Y","1946http://stats.nba.com/player/#!/"
"Greg Ballard",1947,NA,1,FALSE,11,1977,1988,"Ballard"," Greg","Greg Ballard","HISTADD_greg_ballard",NA,NA,NA,NA,"Y","1947http://stats.nba.com/player/#!/"
"Herschel Baltimore",1948,NA,1,FALSE,0,1946,1946,"Baltimore"," Herschel","Herschel Baltimore","HISTADD_herk_baltimore",NA,NA,NA,NA,"Y","1948http://stats.nba.com/player/#!/"
"Gene Banks",1949,NA,1,FALSE,5,1981,1986,"Banks"," Gene","Gene Banks","HISTADD_gene_banks",NA,NA,NA,NA,"Y","1949http://stats.nba.com/player/#!/"
"Marcus Banks",1519,NA,1,FALSE,7,2003,2010,"Banks"," Marcus","Marcus Banks","marcus_banks",NA,NA,NA,NA,"Y","1519http://stats.nba.com/player/#!/"
"Ken Bannister",1950,NA,1,FALSE,6,1984,1990,"Bannister"," Ken","Ken Bannister","HISTADD_ken_bannister",NA,NA,NA,NA,"Y","1950http://stats.nba.com/player/#!/"
"Mike Bantom",1951,NA,1,FALSE,8,1973,1981,"Bantom"," Mike","Mike Bantom","HISTADD_mike_bantom",NA,NA,NA,NA,"Y","1951http://stats.nba.com/player/#!/"
"John Barber",1952,NA,1,FALSE,0,1956,1956,"Barber"," John","John Barber","HISTADD_john_barber",NA,NA,NA,NA,"Y","1952http://stats.nba.com/player/#!/"
"Leandro Barbosa",1534,"11 30",9,TRUE,13,2003,2016,"Barbosa"," Leandro","Leandro Barbosa","leandro_barbosa",11,30,11,30,"Y","1534http://stats.nba.com/player/#!/"
"Stephen Bardo",1953,NA,1,FALSE,4,1991,1995,"Bardo"," Stephen","Stephen Bardo","HISTADD_stephen_bardo",NA,NA,NA,NA,"Y","1953http://stats.nba.com/player/#!/"
"Jj Barea",675,"8 17",7,TRUE,10,2006,2016,"Barea"," JJ","J.J. Barea","j.j._barea",8,17,8,17,"Y","675http://stats.nba.com/player/#!/"
"Andrea Bargnani",613,NA,1,FALSE,9,2006,2015,"Bargnani"," Andrea","Andrea Bargnani","andrea_bargnani",NA,NA,NA,NA,"Y","613http://stats.nba.com/player/#!/"
"Cliff Barker",1954,NA,1,FALSE,2,1949,1951,"Barker"," Cliff","Cliff Barker","HISTADD_cliff_barker",NA,NA,NA,NA,"Y","1954http://stats.nba.com/player/#!/"
"Tom Barker",1955,NA,1,FALSE,2,1976,1978,"Barker"," Tom","Tom Barker","HISTADD_tom_barker",NA,NA,NA,NA,"Y","1955http://stats.nba.com/player/#!/"
"Charles Barkley",4039,NA,1,FALSE,15,1984,1999,"Barkley"," Charles","Charles Barkley","HISTADD_charles_barkley",NA,NA,NA,NA,"Y","4039http://stats.nba.com/player/#!/"
"Erick Barkley",1308,NA,1,FALSE,2,2000,2002,"Barkley"," Erick","Erick Barkley","HISTADD_erick_barkley",NA,NA,NA,NA,"Y","1308http://stats.nba.com/player/#!/"
"Don Barksdale",1957,NA,1,FALSE,3,1951,1954,"Barksdale"," Don","Don Barksdale","HISTADD_don_barksdale",NA,NA,NA,NA,"Y","1957http://stats.nba.com/player/#!/"
"Harrison Barnes",1048,"11 30",9,TRUE,4,2012,2016,"Barnes"," Harrison","Harrison Barnes","harrison_barnes",11,30,11,30,"Y","1048http://stats.nba.com/player/#!/"
"Harry Barnes",1958,NA,1,FALSE,0,1968,1968,"Barnes"," Harry","Harry Barnes","HISTADD_harry_barnes",NA,NA,NA,NA,"Y","1958http://stats.nba.com/player/#!/"
"Jim Barnes",1960,NA,1,FALSE,6,1964,1970,"Barnes"," Jim","Jim Barnes","HISTADD_jim_barnes",NA,NA,NA,NA,"Y","1960http://stats.nba.com/player/#!/"
"Marvin Barnes",1959,NA,1,FALSE,3,1976,1979,"Barnes"," Marvin","Marvin Barnes","HISTADD_marvin_barnes",NA,NA,NA,NA,"Y","1959http://stats.nba.com/player/#!/"
"Matt Barnes",1476,"16 8",28,TRUE,14,2002,2016,"Barnes"," Matt","Matt Barnes","matt_barnes",16,8,16,8,"Y","1476http://stats.nba.com/player/#!/"
"Dick Barnett",1962,NA,1,FALSE,14,1959,1973,"Barnett"," Dick","Dick Barnett","HISTADD_dick_barnett",NA,NA,NA,NA,"Y","1962http://stats.nba.com/player/#!/"
"Jim Barnett",1961,NA,1,FALSE,10,1966,1976,"Barnett"," Jim","Jim Barnett","HISTADD_jim_barnett",NA,NA,NA,NA,"Y","1961http://stats.nba.com/player/#!/"
"John Barnhill",1963,NA,1,FALSE,6,1962,1968,"Barnhill"," John","John Barnhill","HISTADD_rabbit_barnhill",NA,NA,NA,NA,"Y","1963http://stats.nba.com/player/#!/"
"Norton Barnhill",1964,NA,1,FALSE,0,1976,1976,"Barnhill"," Norton","Norton Barnhill","HISTADD_norton_barnhill",NA,NA,NA,NA,"Y","1964http://stats.nba.com/player/#!/"
"Leo Barnhorst",1965,NA,1,FALSE,4,1949,1953,"Barnhorst"," Leo","Leo Barnhorst","HISTADD_barney_barnhorst",NA,NA,NA,NA,"Y","1965http://stats.nba.com/player/#!/"
"John Barr",1966,NA,1,FALSE,0,1946,1946,"Barr"," John","John Barr","HISTADD_john_barr",NA,NA,NA,NA,"Y","1966http://stats.nba.com/player/#!/"
"Mike Barr",1967,NA,1,FALSE,0,1976,1976,"Barr"," Mike","Mike Barr","HISTADD_mike_barr",NA,NA,NA,NA,"Y","1967http://stats.nba.com/player/#!/"
"Thomas Barr",1968,NA,1,FALSE,0,1970,1970,"Barr"," Thomas","Thomas Barr","HISTADD_moe_barr",NA,NA,NA,NA,"Y","1968http://stats.nba.com/player/#!/"
"Andre Barrett",1650,NA,1,FALSE,3,2004,2007,"Barrett"," Andre","Andre Barrett","andre_barrett",NA,NA,NA,NA,"Y","1650http://stats.nba.com/player/#!/"
"Ernie Barrett",1969,NA,1,FALSE,2,1953,1955,"Barrett"," Ernie","Ernie Barrett","europelive",NA,NA,NA,NA,"Y","1969http://stats.nba.com/player/#!/"
"Earl Barron",1649,NA,1,FALSE,9,2005,2014,"Barron"," Earl","Earl Barron","earl_barron",NA,NA,NA,NA,"Y","1649http://stats.nba.com/player/#!/"
"Dana Barros",1692,NA,1,FALSE,14,1989,2003,"Barros"," Dana","Dana Barros","dana_barros",NA,NA,NA,NA,"Y","1692http://stats.nba.com/player/#!/"
"Brent Barry",1828,NA,1,FALSE,13,1995,2008,"Barry"," Brent","Brent Barry","brent_barry",NA,NA,NA,NA,"Y","1828http://stats.nba.com/player/#!/"
"Drew Barry",5,NA,1,FALSE,2,1997,1999,"Barry"," Drew","Drew Barry","HISTADD_drew_barry",NA,NA,NA,NA,"Y","5http://stats.nba.com/player/#!/"
"Jon Barry",1767,NA,1,FALSE,13,1992,2005,"Barry"," Jon","Jon Barry","jon_barry",NA,NA,NA,NA,"Y","1767http://stats.nba.com/player/#!/"
"Rick Barry",1790,NA,1,FALSE,14,1965,1979,"Barry"," Rick","Rick Barry","HISTADD_rick_barry",NA,NA,NA,NA,"Y","1790http://stats.nba.com/player/#!/"
"Ed Bartels",1970,NA,1,FALSE,1,1949,1950,"Bartels"," Ed","Ed Bartels","HISTADD_ed_bartels",NA,NA,NA,NA,"Y","1970http://stats.nba.com/player/#!/"
"Vic Bartolome",1971,NA,1,FALSE,0,1971,1971,"Bartolome"," Vic","Vic Bartolome","HISTADD_vic_bartolome",NA,NA,NA,NA,"Y","1971http://stats.nba.com/player/#!/"
"Will Barton",1080,"9 19",8,TRUE,4,2012,2016,"Barton"," Will","Will Barton","will_barton",9,19,9,19,"Y","1080http://stats.nba.com/player/#!/"
"Eddie Basden",77,NA,1,FALSE,0,2005,2005,"Basden"," Eddie","Eddie Basden","eddie_basden",NA,NA,NA,NA,"Y","77http://stats.nba.com/player/#!/"
"Jerry Baskerville",1972,NA,1,FALSE,0,1975,1975,"Baskerville"," Jerry","Jerry Baskerville","HISTADD_jerry_baskerville",NA,NA,NA,NA,"Y","1972http://stats.nba.com/player/#!/"
"Brandon Bass",43,"15 15",12,TRUE,11,2005,2016,"Bass"," Brandon","Brandon Bass","brandon_bass",15,15,15,15,"Y","43http://stats.nba.com/player/#!/"
"Tim Bassett",1973,NA,1,FALSE,3,1976,1979,"Bassett"," Tim","Tim Bassett","HISTADD_tim_bassett",NA,NA,NA,NA,"Y","1973http://stats.nba.com/player/#!/"
"Maceo Baston",496,NA,1,FALSE,6,2002,2008,"Baston"," Maceo","Maceo Baston","maceo_baston",NA,NA,NA,NA,"Y","496http://stats.nba.com/player/#!/"
"Mengke Bateer",1429,NA,1,FALSE,2,2001,2003,"Bateer"," Mengke","Mengke Bateer","mengke_bateer",NA,NA,NA,NA,"Y","1429http://stats.nba.com/player/#!/"
"Billyray Bates",1974,NA,1,FALSE,3,1979,1982,"Bates"," Billyray","Billyray Bates","HISTADD_billy_ray_bates",NA,NA,NA,NA,"Y","1974http://stats.nba.com/player/#!/"
"Esteban Batista",87,NA,1,FALSE,1,2005,2006,"Batista"," Esteban","Esteban Batista","esteban_batista",NA,NA,NA,NA,"Y","87http://stats.nba.com/player/#!/"
"Mike Batiste",1496,NA,1,FALSE,0,2002,2002,"Batiste"," Mike","Mike Batiste","europelive",NA,NA,NA,NA,"Y","1496http://stats.nba.com/player/#!/"
"Tony Battie",227,NA,1,FALSE,14,1997,2011,"Battie"," Tony","Tony Battie","tony_battie",NA,NA,NA,NA,"Y","227http://stats.nba.com/player/#!/"
"Shane Battier",1360,NA,1,FALSE,12,2001,2013,"Battier"," Shane","Shane Battier","shane_battier",NA,NA,NA,NA,"Y","1360http://stats.nba.com/player/#!/"
"John Battle",469,NA,1,FALSE,9,1985,1994,"Battle"," John","John Battle","HISTADD_john_battle",NA,NA,NA,NA,"Y","469http://stats.nba.com/player/#!/"
"Kenny Battle",1975,NA,1,FALSE,3,1989,1992,"Battle"," Kenny","Kenny Battle","HISTADD_kenny_battle",NA,NA,NA,NA,"Y","1975http://stats.nba.com/player/#!/"
"Dave Batton",1976,NA,1,FALSE,1,1982,1983,"Batton"," Dave","Dave Batton","HISTADD_dave_batton",NA,NA,NA,NA,"Y","1976http://stats.nba.com/player/#!/"
"Nicolas Batum",781,"5 11",31,TRUE,8,2008,2016,"Batum"," Nicolas","Nicolas Batum","nicolas_batum",5,11,5,11,"Y","781http://stats.nba.com/player/#!/"
"Johnny Baum",1977,NA,1,FALSE,1,1969,1970,"Baum"," Johnny","Johnny Baum","HISTADD_johnny_baum",NA,NA,NA,NA,"Y","1977http://stats.nba.com/player/#!/"
"Frankie Baumholtz",1978,NA,1,FALSE,0,1946,1946,"Baumholtz"," Frankie","Frankie Baumholtz","HISTADD_frankie_baumholtz",NA,NA,NA,NA,"Y","1978http://stats.nba.com/player/#!/"
"Lonny Baxter",1474,NA,1,FALSE,3,2002,2005,"Baxter"," Lonny","Lonny Baxter","lonny_baxter",NA,NA,NA,NA,"Y","1474http://stats.nba.com/player/#!/"
"Jerryd Bayless",767,"18 3",14,TRUE,8,2008,2016,"Bayless"," Jerryd","Jerryd Bayless","jerryd_bayless",18,3,18,3,"Y","767http://stats.nba.com/player/#!/"
"Elgin Baylor",1979,NA,1,FALSE,13,1958,1971,"Baylor"," Elgin","Elgin Baylor","HISTADD_elgin_baylor",NA,NA,NA,NA,"Y","1979http://stats.nba.com/player/#!/"
"Aron Baynes",1126,"10 22",30,TRUE,4,2012,2016,"Baynes"," Aron","Aron Baynes","aron_baynes",10,22,10,22,"Y","1126http://stats.nba.com/player/#!/"
"Sergei Bazarevich",1980,NA,1,FALSE,0,1994,1994,"Bazarevich"," Sergei","Sergei Bazarevich","HISTADD_sergei_bazarevich",NA,NA,NA,NA,"Y","1980http://stats.nba.com/player/#!/"
"Kent Bazemore",1103,"2 9",2,TRUE,4,2012,2016,"Bazemore"," Kent","Kent Bazemore","kent_bazemore",2,9,2,9,"Y","1103http://stats.nba.com/player/#!/"
"Ed Beach",1981,NA,1,FALSE,0,1950,1950,"Beach"," Ed","Ed Beach","HISTADD_ed_beach",NA,NA,NA,NA,"Y","1981http://stats.nba.com/player/#!/"
"Bradley Beal",1042,"31 31",29,TRUE,4,2012,2016,"Beal"," Bradley","Bradley Beal","bradley_beal",31,31,31,31,"Y","1042http://stats.nba.com/player/#!/"
"Butch Beard",1982,NA,1,FALSE,9,1969,1978,"Beard"," Butch","Butch Beard","HISTADD_butch_beard",NA,NA,NA,NA,"Y","1982http://stats.nba.com/player/#!/"
"Ralph Beard",1983,NA,1,FALSE,1,1949,1950,"Beard"," Ralph","Ralph Beard","HISTADD_ralph_beard",NA,NA,NA,NA,"Y","1983http://stats.nba.com/player/#!/"
"Jerome Beasley",1555,NA,1,FALSE,0,2003,2003,"Beasley"," Jerome","Jerome Beasley","jerome_beasley",NA,NA,NA,NA,"Y","1555http://stats.nba.com/player/#!/"
"Malik Beasley",364,NA,1,FALSE,0,2016,2016,"Beasley"," Malik","Malik Beasley","Malik_Beasley",NA,NA,NA,NA,"Y","364http://stats.nba.com/player/#!/"
"Michael Beasley",757,"12 24",10,TRUE,8,2008,2016,"Beasley"," Michael","Michael Beasley","michael_beasley",12,24,12,24,"Y","757http://stats.nba.com/player/#!/"
"Zelmo Beaty",1984,NA,1,FALSE,12,1962,1974,"Beaty"," Zelmo","Zelmo Beaty","HISTADD_bigz_beaty",NA,NA,NA,NA,"Y","1984http://stats.nba.com/player/#!/"
"Rodrigue Beaubois",844,NA,1,FALSE,3,2009,2012,"Beaubois"," Rodrigue","Rodrigue Beaubois","rodrigue_beaubois",NA,NA,NA,NA,"Y","844http://stats.nba.com/player/#!/"
"Byron Beck",1985,NA,1,FALSE,0,1976,1976,"Beck"," Byron","Byron Beck","HISTADD_byron_beck",NA,NA,NA,NA,"Y","1985http://stats.nba.com/player/#!/"
"Corey Beck",173,NA,1,FALSE,3,1995,1998,"Beck"," Corey","Corey Beck","HISTADD_corey_beck",NA,NA,NA,NA,"Y","173http://stats.nba.com/player/#!/"
"Ernie Beck",1986,NA,1,FALSE,7,1953,1960,"Beck"," Ernie","Ernie Beck","HISTADD_ernie_beck",NA,NA,NA,NA,"Y","1986http://stats.nba.com/player/#!/"
"Moe Becker",1987,NA,1,FALSE,0,1946,1946,"Becker"," Moe","Moe Becker","HISTADD_moe_becker",NA,NA,NA,NA,"Y","1987http://stats.nba.com/player/#!/"
"William Bedford",1988,NA,1,FALSE,6,1986,1992,"Bedford"," William","William Bedford","HISTADD_william_bedford",NA,NA,NA,NA,"Y","1988http://stats.nba.com/player/#!/"
"Hank Beenders",1989,NA,1,FALSE,2,1946,1948,"Beenders"," Hank","Hank Beenders","HISTADD_hank_beenders",NA,NA,NA,NA,"Y","1989http://stats.nba.com/player/#!/"
"Ron Behagen",1990,NA,1,FALSE,6,1973,1979,"Behagen"," Ron","Ron Behagen","HISTADD_ron_behagen",NA,NA,NA,NA,"Y","1990http://stats.nba.com/player/#!/"
"Elmer Behnke",1991,NA,1,FALSE,0,1951,1951,"Behnke"," Elmer","Elmer Behnke","HISTADD_elmer_behnke",NA,NA,NA,NA,"Y","1991http://stats.nba.com/player/#!/"
"Marco Belinelli",709,"27 13",23,TRUE,9,2007,2016,"Belinelli"," Marco","Marco Belinelli","marco_belinelli",27,13,27,13,"Y","709http://stats.nba.com/player/#!/"
"Charlie Bell",1413,NA,1,FALSE,9,2001,2010,"Bell"," Charlie","Charlie Bell","Charlie_Bell",NA,NA,NA,NA,"Y","1413http://stats.nba.com/player/#!/"
"Dennis Bell",1992,NA,1,FALSE,2,1973,1975,"Bell"," Dennis","Dennis Bell","HISTADD_dennis_bell",NA,NA,NA,NA,"Y","1992http://stats.nba.com/player/#!/"
"Raja Bell",595,NA,1,FALSE,11,2000,2011,"Bell"," Raja","Raja Bell","raja_bell",NA,NA,NA,NA,"Y","595http://stats.nba.com/player/#!/"
"Troy Bell",1522,NA,1,FALSE,0,2003,2003,"Bell"," Troy","Troy Bell","troy_bell",NA,NA,NA,NA,"Y","1522http://stats.nba.com/player/#!/"
"William Bell",1993,NA,1,FALSE,1,1959,1960,"Bell"," William","William Bell","HISTADD_whitey_bell",NA,NA,NA,NA,"Y","1993http://stats.nba.com/player/#!/"
"Walt Bellamy",1994,NA,1,FALSE,13,1961,1974,"Bellamy"," Walt","Walt Bellamy","HISTADD_walt_bellamy",NA,NA,NA,NA,"Y","1994http://stats.nba.com/player/#!/"
"Deandre Bembry",387,NA,1,FALSE,0,2016,2016,"Bembry"," DeAndre","DeAndre' Bembry","deandre'_bembry",NA,NA,NA,NA,"Y","387http://stats.nba.com/player/#!/"
"Irv Bemoras",1995,NA,1,FALSE,3,1953,1956,"Bemoras"," Irv","Irv Bemoras","HISTADD_irv_bemoras",NA,NA,NA,NA,"Y","1995http://stats.nba.com/player/#!/"
"Leon Benbow",1996,NA,1,FALSE,1,1974,1975,"Benbow"," Leon","Leon Benbow","HISTADD_leon_benbow",NA,NA,NA,NA,"Y","1996http://stats.nba.com/player/#!/"
"Dragan Bender",361,NA,1,FALSE,0,2016,2016,"Bender"," Dragan","Dragan Bender","dragan_bender",NA,NA,NA,NA,"Y","361http://stats.nba.com/player/#!/"
"Jonathan Bender",543,NA,1,FALSE,10,1999,2009,"Bender"," Jonathan","Jonathan Bender","jonathan_bender",NA,NA,NA,NA,"Y","543http://stats.nba.com/player/#!/"
"Jerrelle Benimon",1265,NA,1,FALSE,0,2014,2014,"Benimon"," Jerrelle","Jerrelle Benimon","jerrelle_benimon",NA,NA,NA,NA,"Y","1265http://stats.nba.com/player/#!/"
"Benoit Benjamin",115,NA,1,FALSE,14,1985,1999,"Benjamin"," Benoit","Benoit Benjamin","HISTADD_benoit_benjamin",NA,NA,NA,NA,"Y","115http://stats.nba.com/player/#!/"
"Corey Benjamin",465,NA,1,FALSE,4,1998,2002,"Benjamin"," Corey","Corey Benjamin","corey_benjamin",NA,NA,NA,NA,"Y","465http://stats.nba.com/player/#!/"
"Anthony Bennett",1132,NA,1,FALSE,3,2013,2016,"Bennett"," Anthony","Anthony Bennett","anthony_bennett",NA,NA,NA,NA,"Y","1132http://stats.nba.com/player/#!/"
"Elmer Bennett",162,NA,1,FALSE,2,1994,1996,"Bennett"," Elmer","Elmer Bennett","HISTADD_elmer_bennett",NA,NA,NA,NA,"Y","162http://stats.nba.com/player/#!/"
"Mario Bennett",1844,NA,1,FALSE,7,1995,2002,"Bennett"," Mario","Mario Bennett","HISTADD_mario_bennett",NA,NA,NA,NA,"Y","1844http://stats.nba.com/player/#!/"
"Mel Bennett",1998,NA,1,FALSE,5,1976,1981,"Bennett"," Mel","Mel Bennett","HISTADD_mel_bennett",NA,NA,NA,NA,"Y","1998http://stats.nba.com/player/#!/"
"Tony Bennett",1997,NA,1,FALSE,2,1992,1994,"Bennett"," Tony","Tony Bennett","HISTADD_tony_bennett",NA,NA,NA,NA,"Y","1997http://stats.nba.com/player/#!/"
"Winston Bennett",1999,NA,1,FALSE,2,1989,1991,"Bennett"," Winston","Winston Bennett","HISTADD_winston_bennett",NA,NA,NA,NA,"Y","1999http://stats.nba.com/player/#!/"
"David Benoit",187,NA,1,FALSE,9,1991,2000,"Benoit"," David","David Benoit","HISTADD_david_benoit",NA,NA,NA,NA,"Y","187http://stats.nba.com/player/#!/"
"Keith Benson",1016,NA,1,FALSE,0,2011,2011,"Benson"," Keith","Keith Benson","Keith_Benson",NA,NA,NA,NA,"Y","1016http://stats.nba.com/player/#!/"
"Kent Benson",2000,NA,1,FALSE,10,1977,1987,"Benson"," Kent","Kent Benson","HISTADD_kent_benson",NA,NA,NA,NA,"Y","2000http://stats.nba.com/player/#!/"
"Gene Berce",2001,NA,1,FALSE,0,1949,1949,"Berce"," Gene","Gene Berce","HISTADD_gene_berce",NA,NA,NA,NA,"Y","2001http://stats.nba.com/player/#!/"
"Gary Bergen",2002,NA,1,FALSE,0,1956,1956,"Bergen"," Gary","Gary Bergen","HISTADD_gary_bergen",NA,NA,NA,NA,"Y","2002http://stats.nba.com/player/#!/"
"Ricky Berry",2003,NA,1,FALSE,0,1988,1988,"Berry"," Ricky","Ricky Berry","HISTADD_ricky_berry",NA,NA,NA,NA,"Y","2003http://stats.nba.com/player/#!/"
"Walter Berry",2004,NA,1,FALSE,2,1986,1988,"Berry"," Walter","Walter Berry","HISTADD_walter_berry",NA,NA,NA,NA,"Y","2004http://stats.nba.com/player/#!/"
"Davis Bertans",1010,NA,1,FALSE,0,2016,2016,"Bertans"," Davis","Davis Bertans","davis_bertans",NA,NA,NA,NA,"Y","1010http://stats.nba.com/player/#!/"
"Del Beshore",2005,NA,1,FALSE,1,1978,1979,"Beshore"," Del","Del Beshore","HISTADD_del_beshore",NA,NA,NA,NA,"Y","2005http://stats.nba.com/player/#!/"
"Travis Best",1825,NA,1,FALSE,9,1995,2004,"Best"," Travis","Travis Best","travis_best",NA,NA,NA,NA,"Y","1825http://stats.nba.com/player/#!/"
"Patrick Beverley",861,"12 24",10,TRUE,4,2012,2016,"Beverley"," Patrick","Patrick Beverley","patrick_beverley",12,24,12,24,"Y","861http://stats.nba.com/player/#!/"
"Sim Bhullar",1277,NA,1,FALSE,0,2014,2014,"Bhullar"," Sim","Sim Bhullar","sim_bhullar",NA,NA,NA,NA,"Y","1277http://stats.nba.com/player/#!/"
"Al Bianchi",2006,NA,1,FALSE,9,1956,1965,"Bianchi"," Al","Al Bianchi","HISTADD_al_bianchi",NA,NA,NA,NA,"Y","2006http://stats.nba.com/player/#!/"
"Hank Biasatti",2007,NA,1,FALSE,0,1946,1946,"Biasatti"," Hank","Hank Biasatti","HISTADD_hank_biasatti",NA,NA,NA,NA,"Y","2007http://stats.nba.com/player/#!/"
"Henry Bibby",2008,NA,1,FALSE,8,1972,1980,"Bibby"," Henry","Henry Bibby","HISTADD_henry_bibby",NA,NA,NA,NA,"Y","2008http://stats.nba.com/player/#!/"
"Mike Bibby",438,NA,1,FALSE,13,1998,2011,"Bibby"," Mike","Mike Bibby","mike_bibby",NA,NA,NA,NA,"Y","438http://stats.nba.com/player/#!/"
"Ed Biedenbach",2009,NA,1,FALSE,0,1968,1968,"Biedenbach"," Ed","Ed Biedenbach","HISTADD_ed_biedenbach",NA,NA,NA,NA,"Y","2009http://stats.nba.com/player/#!/"
"Andris Biedrins",1593,NA,1,FALSE,9,2004,2013,"Biedrins"," Andris","Andris Biedrins","andris_biedrins",NA,NA,NA,NA,"Y","1593http://stats.nba.com/player/#!/"
"Don Bielke",2010,NA,1,FALSE,0,1955,1955,"Bielke"," Don","Don Bielke","HISTADD_don_bielke",NA,NA,NA,NA,"Y","2010http://stats.nba.com/player/#!/"
"Bob Bigelow",2011,NA,1,FALSE,3,1975,1978,"Bigelow"," Bob","Bob Bigelow","HISTADD_bob_bigelow",NA,NA,NA,NA,"Y","2011http://stats.nba.com/player/#!/"
