"name.player","id.player","team","id.team","is.active_player","seasons.played","year.from","year.to","name.last","name.first","display_first_last","code.player","city.team","name.team","stem.team","code.team","games_played_flag","url.player"
"Ronald Martin",3089,NA,1,FALSE,0,1961,1961,"Martin"," Ronald","Ronald Martin","HISTADD_whitey_martin",NA,NA,NA,NA,"Y","3089http://stats.nba.com/player/#!/"
"Slater Martin",3090,NA,1,FALSE,10,1949,1959,"Martin"," Slater","Slater Martin","HISTADD_slater_martin",NA,NA,NA,NA,"Y","3090http://stats.nba.com/player/#!/"
"Jamal Mashburn",1768,NA,1,FALSE,10,1993,2003,"Mashburn"," Jamal","Jamal Mashburn","jamal_mashburn",NA,NA,NA,NA,"Y","1768http://stats.nba.com/player/#!/"
"Al Masino",3092,NA,1,FALSE,1,1952,1953,"Masino"," Al","Al Masino","HISTADD_al_masino",NA,NA,NA,NA,"Y","3092http://stats.nba.com/player/#!/"
"Anthony Mason",584,NA,1,FALSE,13,1989,2002,"Mason"," Anthony","Anthony Mason","anthony_mason",NA,NA,NA,NA,"Y","584http://stats.nba.com/player/#!/"
"Desmond Mason",1297,NA,1,FALSE,9,2000,2009,"Mason"," Desmond","Desmond Mason","desmond_mason",NA,NA,NA,NA,"Y","1297http://stats.nba.com/player/#!/"
"Roger Mason Jr.",1464,NA,1,FALSE,11,2002,2013,"Mason Jr."," Roger","Roger Mason Jr.","roger_mason-jr",NA,NA,NA,NA,"Y","1464http://stats.nba.com/player/#!/"
"Tony Massenburg",2120,NA,1,FALSE,14,1990,2004,"Massenburg"," Tony","Tony Massenburg","tony_massenburg",NA,NA,NA,NA,"Y","2120http://stats.nba.com/player/#!/"
"Eddie Mast",3093,NA,1,FALSE,2,1970,1972,"Mast"," Eddie","Eddie Mast","HISTADD_eddie_mast",NA,NA,NA,NA,"Y","3093http://stats.nba.com/player/#!/"
"Wes Matthews",3094,NA,1,FALSE,9,1980,1989,"Matthews"," Wes","Wes Matthews","HISTADD_wes_matthews",NA,NA,NA,NA,"Y","3094http://stats.nba.com/player/#!/"
"Wesley Matthews",882,"8 17",7,TRUE,7,2009,2016,"Matthews"," Wesley","Wesley Matthews","wesley_matthews",8,17,8,17,"Y","882http://stats.nba.com/player/#!/"
"Ariel Maughan",3095,NA,1,FALSE,4,1946,1950,"Maughan"," Ariel","Ariel Maughan","HISTADD_ace_maughan",NA,NA,NA,NA,"Y","3095http://stats.nba.com/player/#!/"
"Marlon Maxey",3096,NA,1,FALSE,1,1992,1993,"Maxey"," Marlon","Marlon Maxey","HISTADD_marlon_maxey",NA,NA,NA,NA,"Y","3096http://stats.nba.com/player/#!/"
"Jason Maxiell",36,NA,1,FALSE,9,2005,2014,"Maxiell"," Jason","Jason Maxiell","jason_maxiell",NA,NA,NA,NA,"Y","36http://stats.nba.com/player/#!/"
"Cedric Maxwell",3097,NA,1,FALSE,10,1977,1987,"Maxwell"," Cedric","Cedric Maxwell","HISTADD_cedric_maxwell",NA,NA,NA,NA,"Y","3097http://stats.nba.com/player/#!/"
"Vernon Maxwell",195,NA,1,FALSE,12,1988,2000,"Maxwell"," Vernon","Vernon Maxwell","HISTADD_vernon_maxwell",NA,NA,NA,NA,"Y","195http://stats.nba.com/player/#!/"
"Don May",3098,NA,1,FALSE,6,1968,1974,"May"," Don","Don May","HISTADD_don_may",NA,NA,NA,NA,"Y","3098http://stats.nba.com/player/#!/"
"Scott May",3099,NA,1,FALSE,6,1976,1982,"May"," Scott","Scott May","HISTADD_scott_may",NA,NA,NA,NA,"Y","3099http://stats.nba.com/player/#!/"
"Sean May",23,NA,1,FALSE,4,2005,2009,"May"," Sean","Sean May","sean_may",NA,NA,NA,NA,"Y","23http://stats.nba.com/player/#!/"
"Lee Mayberry",593,NA,1,FALSE,6,1992,1998,"Mayberry"," Lee","Lee Mayberry","HISTADD_lee_mayberry",NA,NA,NA,NA,"Y","593http://stats.nba.com/player/#!/"
"Clyde Mayes",3100,NA,1,FALSE,1,1975,1976,"Mayes"," Clyde","Clyde Mayes","HISTADD_clyde_mayes",NA,NA,NA,NA,"Y","3100http://stats.nba.com/player/#!/"
"Tharon Mayes",3101,NA,1,FALSE,0,1991,1991,"Mayes"," Tharon","Tharon Mayes","HISTADD_tharon_mayes",NA,NA,NA,NA,"Y","3101http://stats.nba.com/player/#!/"
"Bill Mayfield",3103,NA,1,FALSE,0,1980,1980,"Mayfield"," Bill","Bill Mayfield","HISTADD_bill_mayfield",NA,NA,NA,NA,"Y","3103http://stats.nba.com/player/#!/"
"Ken Mayfield",3102,NA,1,FALSE,0,1975,1975,"Mayfield"," Ken","Ken Mayfield","HISTADD_ken_mayfield",NA,NA,NA,NA,"Y","3102http://stats.nba.com/player/#!/"
"Eric Maynor",840,NA,1,FALSE,4,2009,2013,"Maynor"," Eric","Eric Maynor","eric_maynor",NA,NA,NA,NA,"Y","840http://stats.nba.com/player/#!/"
"Oj Mayo",758,"18 3",14,TRUE,7,2008,2015,"Mayo"," OJ","O.J. Mayo","oj_mayo",18,3,18,3,"Y","758http://stats.nba.com/player/#!/"
"Travis Mays",3104,NA,1,FALSE,2,1990,1992,"Mays"," Travis","Travis Mays","HISTADD_travis_mays",NA,NA,NA,NA,"Y","3104http://stats.nba.com/player/#!/"
"Matt Mazza",3105,NA,1,FALSE,0,1949,1949,"Mazza"," Matt","Matt Mazza","HISTADD_matt_mazza",NA,NA,NA,NA,"Y","3105http://stats.nba.com/player/#!/"
"Luc Mbah A Moute",793,"14 7",11,TRUE,8,2008,2016,"Mbah a Moute"," Luc","Luc Mbah a Moute","luc_mbah_a_moute",14,7,14,7,"Y","793http://stats.nba.com/player/#!/"
"Dj Mbenga",1631,NA,1,FALSE,6,2004,2010,"Mbenga"," DJ","DJ Mbenga","dj_mbenga",NA,NA,NA,NA,"Y","1631http://stats.nba.com/player/#!/"
"Bob Mcadoo",3106,NA,1,FALSE,13,1972,1985,"McAdoo"," Bob","Bob McAdoo","HISTADD_bob_mcadoo",NA,NA,NA,NA,"Y","3106http://stats.nba.com/player/#!/"
"James Michael Mcadoo",1250,"11 30",9,TRUE,2,2014,2016,"McAdoo"," James Michael","James Michael McAdoo","james michael_mcadoo",11,30,11,30,"Y","1250http://stats.nba.com/player/#!/"
"Ken Mcbride",3107,NA,1,FALSE,0,1954,1954,"McBride"," Ken","Ken McBride","HISTADD_ken_mcbride",NA,NA,NA,NA,"Y","3107http://stats.nba.com/player/#!/"
"Ray Mccallum",1156,NA,1,FALSE,2,2013,2015,"McCallum"," Ray","Ray McCallum","Ray_McCallum",NA,NA,NA,NA,"Y","1156http://stats.nba.com/player/#!/"
"Bob Mccann",1871,NA,1,FALSE,8,1989,1997,"McCann"," Bob","Bob McCann","HISTADD_bob_mccann",NA,NA,NA,NA,"Y","1871http://stats.nba.com/player/#!/"
"Brendan Mccann",3108,NA,1,FALSE,2,1957,1959,"McCann"," Brendan","Brendan McCann","HISTADD_brendan_mccann",NA,NA,NA,NA,"Y","3108http://stats.nba.com/player/#!/"
"Mel Mccants",3109,NA,1,FALSE,0,1989,1989,"McCants"," Mel","Mel McCants","HISTADD_mel_mccants",NA,NA,NA,NA,"Y","3109http://stats.nba.com/player/#!/"
"Rashad Mccants",24,NA,1,FALSE,3,2005,2008,"McCants"," Rashad","Rashad McCants","Rashad_McCants",NA,NA,NA,NA,"Y","24http://stats.nba.com/player/#!/"
"Mike Mccarron",3110,NA,1,FALSE,3,1946,1949,"McCarron"," Mike","Mike McCarron","HISTADD_mike_mccarron",NA,NA,NA,NA,"Y","3110http://stats.nba.com/player/#!/"
"Andre Mccarter",3111,NA,1,FALSE,4,1976,1980,"McCarter"," Andre","Andre McCarter","HISTADD_andre_mccarter",NA,NA,NA,NA,"Y","3111http://stats.nba.com/player/#!/"
"Willie Mccarter",3112,NA,1,FALSE,2,1969,1971,"McCarter"," Willie","Willie McCarter","HISTADD_willie_mccarter",NA,NA,NA,NA,"Y","3112http://stats.nba.com/player/#!/"
"Johnny Mccarthy",3113,NA,1,FALSE,7,1956,1963,"McCarthy"," Johnny","Johnny McCarthy","HISTADD_johnny_mccarthy",NA,NA,NA,NA,"Y","3113http://stats.nba.com/player/#!/"
"Howie Mccarty",3114,NA,1,FALSE,0,1946,1946,"McCarty"," Howie","Howie McCarty","HISTADD_howie_mccarty",NA,NA,NA,NA,"Y","3114http://stats.nba.com/player/#!/"
"Kelly Mccarty",510,NA,1,FALSE,0,1998,1998,"McCarty"," Kelly","Kelly McCarty","HISTADD_kelly_mccarty",NA,NA,NA,NA,"Y","510http://stats.nba.com/player/#!/"
"Walter Mccarty",4116,NA,1,FALSE,9,1996,2005,"McCarty"," Walter","Walter McCarty","walter_mccarty",NA,NA,NA,NA,"Y","4116http://stats.nba.com/player/#!/"
"Amal Mccaskill",117,NA,1,FALSE,7,1996,2003,"McCaskill"," Amal","Amal McCaskill","amal_mccaskill",NA,NA,NA,NA,"Y","117http://stats.nba.com/player/#!/"
"Patrick Mccaw",395,NA,1,FALSE,0,2016,2016,"McCaw"," Patrick","Patrick McCaw","patrick_mccaw",NA,NA,NA,NA,"Y","395http://stats.nba.com/player/#!/"
"Dwayne Mcclain",3115,NA,1,FALSE,0,1985,1985,"McClain"," Dwayne","Dwayne McClain","HISTADD_dwayne_mcclain",NA,NA,NA,NA,"Y","3115http://stats.nba.com/player/#!/"
"Ted Mcclain",3116,NA,1,FALSE,2,1976,1978,"McClain"," Ted","Ted, Hound Dog McClain","HISTADD_ted_mcclain",NA,NA,NA,NA,"Y","3116http://stats.nba.com/player/#!/"
"Sheldon Mcclellan",405,NA,1,FALSE,0,2016,2016,"McClellan"," Sheldon","Sheldon McClellan","Sheldon_McClellan",NA,NA,NA,NA,"Y","405http://stats.nba.com/player/#!/"
"Dan Mcclintock",1330,NA,1,FALSE,0,2000,2000,"McClintock"," Dan","Dan McClintock","HISTADD_dan_mcclintock",NA,NA,NA,NA,"Y","1330http://stats.nba.com/player/#!/"
"Jack Mccloskey",3117,NA,1,FALSE,0,1952,1952,"McCloskey"," Jack","Jack McCloskey","HISTADD_jack_mccloskey",NA,NA,NA,NA,"Y","3117http://stats.nba.com/player/#!/"
"George Mccloud",1757,NA,1,FALSE,13,1989,2002,"McCloud"," George","George McCloud","george_mccloud",NA,NA,NA,NA,"Y","1757http://stats.nba.com/player/#!/"
"Cj Mccollum",1136,"26 29",22,TRUE,3,2013,2016,"McCollum"," CJ","CJ McCollum","cj_mccollum",26,29,26,2,"Y","1136http://stats.nba.com/player/#!/"
"John Mcconathy",3118,NA,1,FALSE,0,1951,1951,"McConathy"," John","John McConathy","HISTADD_john_mcconathy",NA,NA,NA,NA,"Y","3118http://stats.nba.com/player/#!/"
"Paul Mcconnell",3119,NA,1,FALSE,0,1952,1952,"McConnell"," Paul","Paul McConnell","HISTADD_bucky_mcconnell",NA,NA,NA,NA,"Y","3119http://stats.nba.com/player/#!/"
"Tj Mcconnell",1295,"24 2",20,TRUE,1,2015,2016,"McConnell"," TJ","TJ McConnell","tj_mcconnell",24,2,24,25,"Y","1295http://stats.nba.com/player/#!/"
"Keith Mccord",3120,NA,1,FALSE,0,1980,1980,"McCord"," Keith","Keith McCord","HISTADD_keith_mccord",NA,NA,NA,NA,"Y","3120http://stats.nba.com/player/#!/"
"Tim Mccormick",3121,NA,1,FALSE,7,1984,1991,"McCormick"," Tim","Tim McCormick","HISTADD_tim_mccormick",NA,NA,NA,NA,"Y","3121http://stats.nba.com/player/#!/"
"Jelani Mccoy",471,NA,1,FALSE,9,1998,2007,"McCoy"," Jelani","Jelani McCoy","jelani_mccoy",NA,NA,NA,NA,"Y","471http://stats.nba.com/player/#!/"
"Paul Mccracken",3122,NA,1,FALSE,4,1972,1976,"McCracken"," Paul","Paul McCracken","HISTADD_paul_mccracken",NA,NA,NA,NA,"Y","3122http://stats.nba.com/player/#!/"
"Chris Mccray",682,NA,1,FALSE,0,2006,2006,"McCray"," Chris","Chris McCray","chris_mccray",NA,NA,NA,NA,"Y","682http://stats.nba.com/player/#!/"
"Rodney Mccray",298,NA,1,FALSE,9,1983,1992,"McCray"," Rodney","Rodney McCray","HISTADD_rodney_mccray",NA,NA,NA,NA,"Y","298http://stats.nba.com/player/#!/"
"Scooter Mccray",3123,NA,1,FALSE,3,1983,1986,"McCray"," Scooter","Scooter McCray","HISTADD_scooter_mccray",NA,NA,NA,NA,"Y","3123http://stats.nba.com/player/#!/"
"Chris Mccullough",335,"4 18",16,TRUE,1,2015,2016,"McCullough"," Chris","Chris McCullough","chris_mccullough",4,18,3,18,"Y","335http://stats.nba.com/player/#!/"
"John Mccullough",3124,NA,1,FALSE,0,1981,1981,"McCullough"," John","John McCullough","HISTADD_john_mccullough",NA,NA,NA,NA,"Y","3124http://stats.nba.com/player/#!/"
"Clint Mcdaniel",1856,NA,1,FALSE,0,1995,1995,"McDaniel"," Clint","Clint McDaniel","HISTADD_clint_mcdaniel",NA,NA,NA,NA,"Y","1856http://stats.nba.com/player/#!/"
"Xavier Mcdaniel",194,NA,1,FALSE,12,1985,1997,"McDaniel"," Xavier","Xavier McDaniel","HISTADD_xavier_mcdaniel",NA,NA,NA,NA,"Y","194http://stats.nba.com/player/#!/"
"Jim Mcdaniels",3125,NA,1,FALSE,6,1971,1977,"McDaniels"," Jim","Jim McDaniels","HISTADD_jim_mcdaniels",NA,NA,NA,NA,"Y","3125http://stats.nba.com/player/#!/"
"Kj Mcdaniels",1221,"12 24",10,TRUE,2,2014,2016,"McDaniels"," KJ","KJ McDaniels","kj_mcdaniels",12,24,12,24,"Y","1221http://stats.nba.com/player/#!/"
"Doug Mcdermott",1235,"6 4",6,TRUE,2,2014,2016,"McDermott"," Doug","Doug McDermott","doug_mcdermott",6,4,6,4,"Y","1235http://stats.nba.com/player/#!/"
"Ben Mcdonald",3126,NA,1,FALSE,3,1985,1988,"McDonald"," Ben","Ben McDonald","HISTADD_ben_mcdonald",NA,NA,NA,NA,"Y","3126http://stats.nba.com/player/#!/"
"Glenn Mcdonald",3127,NA,1,FALSE,2,1974,1976,"McDonald"," Glenn","Glenn McDonald","HISTADD_glenn_mcdonald",NA,NA,NA,NA,"Y","3127http://stats.nba.com/player/#!/"
"Michael Mcdonald",135,NA,1,FALSE,0,1997,1997,"McDonald"," Michael","Michael McDonald","HISTADD_mike_mcdonald",NA,NA,NA,NA,"Y","135http://stats.nba.com/player/#!/"
"Hank Mcdowell",3128,NA,1,FALSE,5,1981,1986,"McDowell"," Hank","Hank McDowell","HISTADD_hank_mcdowell",NA,NA,NA,NA,"Y","3128http://stats.nba.com/player/#!/"
"Antonio Mcdyess",1815,NA,1,FALSE,15,1995,2010,"McDyess"," Antonio","Antonio McDyess","antonio_mcdyess",NA,NA,NA,NA,"Y","1815http://stats.nba.com/player/#!/"
"Jim Mcelroy",3129,NA,1,FALSE,6,1975,1981,"McElroy"," Jim","Jim McElroy","HISTADD_jim_mcelroy",NA,NA,NA,NA,"Y","3129http://stats.nba.com/player/#!/"
"Ivan Mcfarlin",677,NA,1,FALSE,0,2006,2006,"McFarlin"," Ivan","Ivan McFarlin","ivan_mcfarlin",NA,NA,NA,NA,"Y","677http://stats.nba.com/player/#!/"
"Mel Mcgaha",3130,NA,1,FALSE,0,1948,1948,"McGaha"," Mel","Mel McGaha","HISTADD_mel_mcgaha",NA,NA,NA,NA,"Y","3130http://stats.nba.com/player/#!/"
"Mitch Mcgary",1257,"22 27",25,TRUE,1,2014,2015,"McGary"," Mitch","Mitch McGary","Mitch_McGary",22,27,22,28,"Y","1257http://stats.nba.com/player/#!/"
"Javale Mcgee",774,"8 17",7,TRUE,8,2008,2016,"McGee"," JaVale","JaVale McGee","javale_mcgee",8,17,8,17,"Y","774http://stats.nba.com/player/#!/"
"Mike Mcgee",3131,NA,1,FALSE,8,1981,1989,"McGee"," Mike","Mike McGee","HISTADD_mike_mcgee",NA,NA,NA,NA,"Y","3131http://stats.nba.com/player/#!/"
"Bill Mcgill",3132,NA,1,FALSE,2,1962,1964,"McGill"," Bill","Bill McGill","HISTADD_thehill_mcgill",NA,NA,NA,NA,"Y","3132http://stats.nba.com/player/#!/"
"George Mcginnis",3133,NA,1,FALSE,6,1975,1981,"McGinnis"," George","George McGinnis","HISTADD_george_mcginnis",NA,NA,NA,NA,"Y","3133http://stats.nba.com/player/#!/"
"Jon Mcglocklin",3134,NA,1,FALSE,10,1965,1975,"McGlocklin"," Jon","Jon McGlocklin","HISTADD_jon_mcglocklin",NA,NA,NA,NA,"Y","3134http://stats.nba.com/player/#!/"
"Tracy Mcgrady",232,NA,1,FALSE,15,1997,2012,"McGrady"," Tracy","Tracy McGrady","tracy_mcgrady",NA,NA,NA,NA,"Y","232http://stats.nba.com/player/#!/"
"Gil Mcgregor",3135,NA,1,FALSE,0,1971,1971,"McGregor"," Gil","Gil McGregor","HISTADD_gil_mcgregor",NA,NA,NA,NA,"Y","3135http://stats.nba.com/player/#!/"
"Rodney Mcgruder",1200,NA,1,FALSE,0,2016,2016,"McGruder"," Rodney","Rodney McGruder","Rodney_McGruder",NA,NA,NA,NA,"Y","1200http://stats.nba.com/player/#!/"
"Al Mcguire",3137,NA,1,FALSE,3,1951,1954,"McGuire"," Al","Al McGuire","HISTADD_al_mcguire",NA,NA,NA,NA,"Y","3137http://stats.nba.com/player/#!/"
"Allie Mcguire",3136,NA,1,FALSE,0,1973,1973,"McGuire"," Allie","Allie McGuire","HISTADD_allie_mcguire",NA,NA,NA,NA,"Y","3136http://stats.nba.com/player/#!/"
"Dick Mcguire",3138,NA,1,FALSE,10,1949,1959,"McGuire"," Dick","Dick McGuire","HISTADD_dick_mcguire",NA,NA,NA,NA,"Y","3138http://stats.nba.com/player/#!/"
"Dominic Mcguire",733,NA,1,FALSE,5,2007,2012,"McGuire"," Dominic","Dominic McGuire","dominic_mcguire",NA,NA,NA,NA,"Y","733http://stats.nba.com/player/#!/"
"Kevin Mchale",210,NA,1,FALSE,12,1980,1992,"McHale"," Kevin","Kevin McHale","HISTADD_kevin_mchale",NA,NA,NA,NA,"Y","210http://stats.nba.com/player/#!/"
"Jim Mcilvaine",1660,NA,1,FALSE,6,1994,2000,"McIlvaine"," Jim","Jim McIlvaine","HISTADD_jim_mcilvaine",NA,NA,NA,NA,"Y","1660http://stats.nba.com/player/#!/"
"Jeff Mcinnis",4127,NA,1,FALSE,11,1996,2007,"McInnis"," Jeff","Jeff McInnis","jeff_mcinnis",NA,NA,NA,NA,"Y","4127http://stats.nba.com/player/#!/"
"Kenny Mcintosh",3139,NA,1,FALSE,3,1971,1974,"McIntosh"," Kenny","Kenny McIntosh","HISTADD_kenny_mcintosh",NA,NA,NA,NA,"Y","3139http://stats.nba.com/player/#!/"
"Kevin Mckenna",3140,NA,1,FALSE,6,1981,1987,"McKenna"," Kevin","Kevin McKenna","HISTADD_kevin_mckenna",NA,NA,NA,NA,"Y","3140http://stats.nba.com/player/#!/"
"Forrest Mckenzie",3141,NA,1,FALSE,0,1986,1986,"McKenzie"," Forrest","Forrest McKenzie","HISTADD_forrest_mckenzie",NA,NA,NA,NA,"Y","3141http://stats.nba.com/player/#!/"
"Stan Mckenzie",3142,NA,1,FALSE,6,1967,1973,"McKenzie"," Stan","Stan McKenzie","HISTADD_stan_mckenzie",NA,NA,NA,NA,"Y","3142http://stats.nba.com/player/#!/"
"Derrick Mckey",1709,NA,1,FALSE,14,1987,2001,"McKey"," Derrick","Derrick McKey","HISTADD_derrick_mckey",NA,NA,NA,NA,"Y","1709http://stats.nba.com/player/#!/"
"Aaron Mckie",1467,NA,1,FALSE,12,1994,2006,"McKie"," Aaron","Aaron McKie","aaron_mckie",NA,NA,NA,NA,"Y","1467http://stats.nba.com/player/#!/"
"Billy Mckinney",3145,NA,1,FALSE,7,1978,1985,"McKinney"," Billy","Billy McKinney","HISTADD_billy_mckinney",NA,NA,NA,NA,"Y","3145http://stats.nba.com/player/#!/"
"Carlton Mckinney",3143,NA,1,FALSE,2,1989,1991,"McKinney"," Carlton","Carlton McKinney","HISTADD_carlton_mckinney",NA,NA,NA,NA,"Y","3143http://stats.nba.com/player/#!/"
"Horace Mckinney",3144,NA,1,FALSE,5,1946,1951,"McKinney"," Horace","Horace McKinney","HISTADD_bones_mckinney",NA,NA,NA,NA,"Y","3144http://stats.nba.com/player/#!/"
"Ben Mclemore",1134,"27 13",23,TRUE,3,2013,2016,"McLemore"," Ben","Ben McLemore","ben_mclemore",27,13,27,13,"Y","1134http://stats.nba.com/player/#!/"
"Mccoy Mclemore",3146,NA,1,FALSE,7,1964,1971,"McLemore"," Mccoy","Mccoy McLemore","HISTADD_mccoy_mclemore",NA,NA,NA,NA,"Y","3146http://stats.nba.com/player/#!/"
"George Mcleod",3147,NA,1,FALSE,0,1952,1952,"McLeod"," George","George McLeod","HISTADD_george_mcleod",NA,NA,NA,NA,"Y","3147http://stats.nba.com/player/#!/"
"Keith Mcleod",1576,NA,1,FALSE,3,2003,2006,"McLeod"," Keith","Keith McLeod","keith_mcleod",NA,NA,NA,NA,"Y","1576http://stats.nba.com/player/#!/"
"Roshown Mcleod",456,NA,1,FALSE,2,1998,2000,"McLeod"," Roshown","Roshown McLeod","HISTADD_roshown_mcleod",NA,NA,NA,NA,"Y","456http://stats.nba.com/player/#!/"
"Jack Mcmahon",3148,NA,1,FALSE,7,1952,1959,"McMahon"," Jack","Jack McMahon","HISTADD_jack_mcmahon",NA,NA,NA,NA,"Y","3148http://stats.nba.com/player/#!/"
"Nate Mcmillan",1037,NA,1,FALSE,11,1986,1997,"McMillan"," Nate","Nate McMillan","HISTADD_nate_mcmillan",NA,NA,NA,NA,"Y","1037http://stats.nba.com/player/#!/"
"Tom Mcmillen",3149,NA,1,FALSE,10,1975,1985,"McMillen"," Tom","Tom McMillen","HISTADD_tom_mcmillen",NA,NA,NA,NA,"Y","3149http://stats.nba.com/player/#!/"
"Jim Mcmillian",3150,NA,1,FALSE,8,1970,1978,"McMillian"," Jim","Jim McMillian","HISTADD_jim_mcmillian",NA,NA,NA,NA,"Y","3150http://stats.nba.com/player/#!/"
"Shellie Mcmillon",3151,NA,1,FALSE,3,1958,1961,"McMillon"," Shellie","Shellie McMillon","HISTADD_shellie_mcmillon",NA,NA,NA,NA,"Y","3151http://stats.nba.com/player/#!/"
"Mal Mcmullan",3152,NA,1,FALSE,1,1949,1950,"McMullan"," Mal","Mal McMullan","HISTADD_mal_mcmullan",NA,NA,NA,NA,"Y","3152http://stats.nba.com/player/#!/"
"Chet Mcnabb",3153,NA,1,FALSE,0,1947,1947,"McNabb"," Chet","Chet McNabb","HISTADD_chet_mcnabb",NA,NA,NA,NA,"Y","3153http://stats.nba.com/player/#!/"
"Mark Mcnamara",3154,NA,1,FALSE,8,1982,1990,"McNamara"," Mark","Mark McNamara","HISTADD_mark_mcnamara",NA,NA,NA,NA,"Y","3154http://stats.nba.com/player/#!/"
"Joe Mcnamee",3155,NA,1,FALSE,1,1950,1951,"McNamee"," Joe","Joe McNamee","HISTADD_joe_mcnamee",NA,NA,NA,NA,"Y","3155http://stats.nba.com/player/#!/"
"Jerel Mcneal",878,NA,1,FALSE,2,2012,2014,"McNeal"," Jerel","Jerel McNeal","jerel_mcneal",NA,NA,NA,NA,"Y","878http://stats.nba.com/player/#!/"
"Chris Mcnealy",3156,NA,1,FALSE,2,1985,1987,"McNealy"," Chris","Chris McNealy","HISTADD_chris_mcnealy",NA,NA,NA,NA,"Y","3156http://stats.nba.com/player/#!/"
"Bob Mcneill",3158,NA,1,FALSE,1,1960,1961,"McNeill"," Bob","Bob McNeill","HISTADD_bob_mcneill",NA,NA,NA,NA,"Y","3158http://stats.nba.com/player/#!/"
"Larry Mcneill",3157,NA,1,FALSE,5,1973,1978,"McNeill"," Larry","Larry McNeill","HISTADD_thehawk_mcneill",NA,NA,NA,NA,"Y","3157http://stats.nba.com/player/#!/"
"Carl Mcnulty",3159,NA,1,FALSE,0,1954,1954,"McNulty"," Carl","Carl McNulty","HISTADD_carl_mcnulty",NA,NA,NA,NA,"Y","3159http://stats.nba.com/player/#!/"
"Paul Mcpherson",1338,NA,1,FALSE,0,2000,2000,"McPherson"," Paul","Paul McPherson","HISTADD_paul_mcpherson",NA,NA,NA,NA,"Y","1338http://stats.nba.com/player/#!/"
"Cozell Mcqueen",3160,NA,1,FALSE,0,1986,1986,"McQueen"," Cozell","Cozell McQueen","HISTADD_cozell_mcqueen",NA,NA,NA,NA,"Y","3160http://stats.nba.com/player/#!/"
"Jordan Mcrae",1212,"7 5",4,TRUE,1,2015,2016,"McRae"," Jordan","Jordan McRae","jordan_mcrae",7,5,7,5,"Y","1212http://stats.nba.com/player/#!/"
"Thales Mcreynolds",3161,NA,1,FALSE,0,1965,1965,"McReynolds"," Thales","Thales McReynolds","HISTADD_thales_mcreynolds",NA,NA,NA,NA,"Y","3161http://stats.nba.com/player/#!/"
"Josh Mcroberts",727,"17 10",13,TRUE,9,2007,2016,"McRoberts"," Josh","Josh McRoberts","josh_mcroberts",17,10,17,10,"Y","727http://stats.nba.com/player/#!/"
"Eric Mcwilliams",3162,NA,1,FALSE,0,1972,1972,"McWilliams"," Eric","Eric McWilliams","HISTADD_eric_mcwilliams",NA,NA,NA,NA,"Y","3162http://stats.nba.com/player/#!/"
"George Mearns",3163,NA,1,FALSE,1,1946,1947,"Mearns"," George","George Mearns","HISTADD_george_mearns",NA,NA,NA,NA,"Y","3163http://stats.nba.com/player/#!/"
"Slava Medvedenko",1335,NA,1,FALSE,6,2000,2006,"Medvedenko"," Slava","Slava Medvedenko","stanislav_medvedenko",NA,NA,NA,NA,"Y","1335http://stats.nba.com/player/#!/"
"Darnell Mee",284,NA,1,FALSE,1,1993,1994,"Mee"," Darnell","Darnell Mee","HISTADD_darnell_mee",NA,NA,NA,NA,"Y","284http://stats.nba.com/player/#!/"
"Jodie Meeks",860,"10 22",30,TRUE,7,2009,2016,"Meeks"," Jodie","Jodie Meeks","Jodie_Meeks",10,22,10,22,"Y","860http://stats.nba.com/player/#!/"
"Cliff Meely",3164,NA,1,FALSE,4,1971,1975,"Meely"," Cliff","Cliff Meely","HISTADD_cliff_meely",NA,NA,NA,NA,"Y","3164http://stats.nba.com/player/#!/"
"Scott Meents",3165,NA,1,FALSE,1,1989,1990,"Meents"," Scott","Scott Meents","HISTADD_scott_meents",NA,NA,NA,NA,"Y","3165http://stats.nba.com/player/#!/"
"Dick Mehen",3166,NA,1,FALSE,2,1949,1951,"Mehen"," Dick","Dick Mehen","HISTADD_dick_mehen",NA,NA,NA,NA,"Y","3166http://stats.nba.com/player/#!/"
"Don Meineke",3167,NA,1,FALSE,5,1952,1957,"Meineke"," Don","Don Meineke","HISTADD_monk_meineke",NA,NA,NA,NA,"Y","3167http://stats.nba.com/player/#!/"
"Carl Meinhold",3168,NA,1,FALSE,1,1947,1948,"Meinhold"," Carl","Carl Meinhold","HISTADD_red_meinhold",NA,NA,NA,NA,"Y","3168http://stats.nba.com/player/#!/"
"Salah Mejri",352,"8 17",7,TRUE,1,2015,2016,"Mejri"," Salah","Salah Mejri","salah_mejri",8,17,8,17,"Y","352http://stats.nba.com/player/#!/"
"Gal Mekel",1186,NA,1,FALSE,1,2013,2014,"Mekel"," Gal","Gal Mekel","gal_mekel",NA,NA,NA,NA,"Y","1186http://stats.nba.com/player/#!/"
"Bill Melchionni",3170,NA,1,FALSE,1,1966,1967,"Melchionni"," Bill","Bill Melchionni","HISTADD_bill_melchionni",NA,NA,NA,NA,"Y","3170http://stats.nba.com/player/#!/"
"Gary Melchionni",3169,NA,1,FALSE,1,1973,1974,"Melchionni"," Gary","Gary Melchionni","HISTADD_gary_melchionni",NA,NA,NA,NA,"Y","3169http://stats.nba.com/player/#!/"
